id,country_id,dimension_id,sub_dimension_id,category_id,indicator_id,level_measurement_id,measurement_unit_id,e_d_change,baseline,max_p_value,min_p_value,form_type,form_id,added_by,added_datetime,ip_address,status
262,3,3,6,25,70,1,32,1,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
263,3,3,6,25,71,1,40,1,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
264,3,3,6,25,72,1,40,1,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
265,3,3,7,26,73,2,36,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
266,3,3,7,27,74,2,18,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
267,3,3,7,27,75,3,8,0,0,50,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
268,3,3,7,27,76,3,37,1,1,5,1,2,1,1,09-09-2022 13:45,127.0.0.1,1
269,3,3,7,28,77,3,40,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
270,3,3,7,28,78,2,40,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
271,3,3,7,29,79,2,29,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
272,3,3,7,29,80,2,33,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
273,3,3,7,30,81,2,25,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
274,3,3,7,30,82,2,23,0,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
275,3,3,7,31,83,1,27,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
276,3,3,7,31,84,2,27,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
277,3,3,7,31,85,1,39,1,65045389,376395933,65045389,2,1,1,09-09-2022 13:45,127.0.0.1,1
278,3,3,7,31,86,2,39,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
279,3,3,7,31,87,2,39,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
280,3,3,7,31,88,2,13,1,0,15,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
281,3,3,7,31,89,2,21,1,0,10,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
282,3,3,7,31,90,2,19,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
283,3,1,1,2,91,2,3,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
284,3,2,2,6,92,2,25,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
285,3,2,2,6,93,2,25,0,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
286,3,3,4,13,94,2,25,1,5,95,5,2,1,1,09-09-2022 13:45,127.0.0.1,1
287,3,3,4,14,95,1,32,1,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
288,3,3,4,14,96,1,32,1,0,1,0,2,1,1,09-09-2022 13:45,127.0.0.1,1
